Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2015-01-01,381.3,382.55,377.8,379.9,379.8,269753.0,1025.61
2015-01-02,379.8,388.5,379.8,383.55,382.8,623981.0,2403.64
2015-01-05,384.0,389.6,382.8,385.4,385.9,551576.0,2133.98
2015-01-06,382.2,383.4,369.2,372.9,372.7,519159.0,1959.71
2015-01-07,372.9,377.4,370.0,376.2,374.6,397373.0,1485.52
2015-01-08,380.0,380.0,368.75,372.8,372.9,672501.0,2508.03
2015-01-09,376.0,376.9,369.4,373.0,372.9,985975.0,3667.35
2015-01-12,373.25,378.5,370.6,378.05,376.8,344364.0,1290.39
2015-01-13,375.85,384.0,370.8,372.25,372.2,715002.0,2704.48
2015-01-14,373.05,376.95,369.0,372.05,371.6,404068.0,1502.82
2015-01-15,373.7,379.0,369.7,376.85,375.9,648144.0,2433.21
2015-01-16,380.0,394.0,376.95,387.7,387.2,1387070.0,5369.59
2015-01-19,389.2,395.5,389.2,394.0,394.5,913385.0,3591.11
2015-01-20,397.0,398.9,390.45,394.15,393.6,603286.0,2380.08
2015-01-21,394.6,408.55,390.45,407.0,406.95,1885665.0,7583.95
2015-01-22,407.0,409.2,393.1,401.9,399.75,785747.0,3154.97
2015-01-23,403.15,405.45,394.0,399.0,398.85,709214.0,2827.68
2015-01-27,399.0,407.0,393.25,399.6,400.65,1306898.0,5259.93
2015-01-28,409.4,437.8,404.0,429.6,433.25,6282139.0,26547.11
2015-01-29,427.8,444.0,425.65,441.5,441.8,3488597.0,15253.76
2015-01-30,441.95,442.85,428.75,430.0,430.6,970722.0,4204.08
2015-02-02,430.0,437.8,427.35,433.35,433.2,1106879.0,4781.69
2015-02-03,435.9,448.4,430.55,432.35,432.3,2245302.0,9880.75
2015-02-04,434.5,443.95,427.0,429.7,430.05,1392064.0,6070.37
2015-02-05,431.9,431.9,413.35,419.0,417.8,1040089.0,4394.75
2015-02-06,425.9,427.0,409.1,418.5,416.7,1116247.0,4666.16
2015-02-09,409.1,421.6,409.1,412.05,412.25,813004.0,3376.19
2015-02-10,409.85,430.6,409.8,425.5,425.2,1092699.0,4596.44
2015-02-11,428.3,433.75,423.1,425.7,426.25,1113419.0,4758.16
2015-02-12,429.0,433.9,423.5,425.25,425.75,1131467.0,4840.27
2015-02-13,427.5,432.0,423.65,427.45,426.7,935029.0,4004.97
2015-02-16,432.4,432.4,414.95,417.0,417.5,842771.0,3537.27
2015-02-18,419.15,432.5,416.3,429.75,429.75,1093702.0,4671.33
2015-02-19,434.85,442.7,430.8,431.7,432.75,1517003.0,6609.53
2015-02-20,434.0,439.0,422.5,432.55,435.35,1033950.0,4447.35
2015-02-23,435.3,435.35,418.0,419.75,419.75,1004925.0,4275.5
2015-02-24,421.25,426.45,418.0,423.05,422.45,748836.0,3157.64
2015-02-25,424.4,428.0,418.5,421.15,422.25,788068.0,3332.05
2015-02-26,423.9,426.0,416.1,423.7,423.6,726024.0,3056.61
2015-02-27,425.1,436.75,421.3,433.35,435.35,826541.0,3549.59
2015-02-28,440.95,444.4,410.15,420.1,421.4,2179103.0,9375.14
2015-03-02,420.7,420.75,408.15,411.45,412.5,1124323.0,4628.36
2015-03-03,412.6,421.8,410.45,414.25,415.9,719506.0,2998.81
