Date,High,Low,Mid,Last,Bid,Ask,Volume
2019-04-22,4848.90950739,4697.1,4823.7,4824.1,4823.6,4823.8,1020.97727201
2019-04-21,4771.4,4672.6,4735.0,4736.2,4734.9,4735.1,321.88284038
2019-04-20,4805.8,4700.0,4732.7,4730.3,4732.6,4732.8,298.18023222
2019-04-19,4780.37937631,4646.4,4706.35,4705.3,4706.3,4706.4,451.83838808
2019-04-18,4754.3,4632.6,4739.95,4740.5,4739.4,4740.5,766.32173761
2019-04-17,4687.98248074,4608.1,4646.85,4646.8,4646.8,4646.9,910.29995304
2019-04-16,4657.1,4449.5,4633.25,4628.8,4633.2,4633.3,903.09110346
2019-04-15,4614.0,4403.0,4468.85,4468.9,4468.8,4468.9,926.5566808
2019-04-14,4608.7035895,4465.6,4589.8,4591.3,4589.7,4589.9,471.3297515
2019-04-13,4567.0,4482.0,4516.15,4504.7,4516.1,4516.2,553.33968571
2019-04-12,4545.1,4374.3,4528.6,4527.4,4528.5,4528.7,817.93220766
2019-04-11,4735.2,4392.234036,4493.65,4493.6,4493.6,4493.7,2157.7149202
2019-04-10,4868.0,4608.2,4689.45,4689.5,4689.4,4689.5,1746.81698567
2019-04-09,4740.0,4590.2,4607.85,4609.8,4607.5,4608.2,1112.86139298
2019-04-08,4788.7,4570.5,4709.05,4709.0,4709.0,4709.1,1342.57808207
2019-04-07,4743.3,4518.6,4701.35,4699.0,4701.3,4701.4,839.94005228
2019-04-06,4699.8,4417.0,4513.6,4512.77864182,4513.5,4513.7,1053.80258431
2019-04-05,4573.72312507,4378.5,4525.25,4525.3,4525.2,4525.3,1205.23899248
2019-04-04,4537.3,4306.49263964,4389.4,4389.8,4389.3,4389.5,2025.62445009
2019-04-03,4745.2,4328.64925883,4561.2,4559.8,4559.8,4562.6,3154.11376837
2019-04-02,4557.5,3737.4,4332.85,4332.5,4332.8,4332.9,3720.33756472
2019-04-01,3763.766814,3676.2,3751.05,3751.0,3751.0,3751.1,806.11945117
2019-03-31,3722.7,3697.9,3711.35,3711.418845,3711.2,3711.5,177.75366617
2019-03-30,3748.3,3661.2,3702.15,3702.1,3702.1,3702.2,792.74785102
2019-03-29,3737.0,3637.3,3714.8,3714.6,3714.5,3715.1,744.91225263
2019-03-28,3655.2,3612.2,3639.9,3639.5,3639.8,3640.0,742.9012132
2019-03-27,3638.0,3529.18165722,3632.15,3632.85539884,3631.9,3632.4,836.73024097
2019-03-26,3539.3,3487.6,3529.55,3529.6,3529.5,3529.6,649.15862647
2019-03-25,3584.7,3481.5,3506.1,3506.1,3506.0,3506.2,987.36455112
2019-03-24,3590.6,3551.6,3577.4,3577.6,3576.6,3578.2,295.72225264
2019-03-23,3606.56180831,3558.7,3584.15,3584.2,3584.1,3584.2,421.21755104
2019-03-22,3601.2,3543.6,3577.55,3576.1,3577.5,3577.6,974.74447367
2019-03-21,3639.3816435,3519.77625053,3562.8,3562.76938169,3562.7,3562.9,1191.86563451
2019-03-20,3627.3,3586.012932,3620.7,3621.3830355,3620.6,3620.8,1020.55351414
2019-03-19,3629.7,3573.5,3612.8,3612.8,3612.7,3612.9,780.11977411
2019-03-18,3638.0,3552.2,3595.7,3596.424282,3595.4,3596.0,499.72495761
2019-03-17,3605.97088665,3562.2,3597.75,3597.8,3597.7,3597.8,419.19520353
2019-03-16,3667.4,3524.1,3601.35,3601.39512631,3601.3,3601.4,1372.39232425
2019-03-15,3543.0,3488.0,3524.3,3524.3,3524.2,3524.4,840.84001476
2019-03-14,3542.4,3425.4,3487.85,3488.9,3487.5,3488.2,1041.25083376
2019-03-13,3519.8,3475.61203087,3481.75,3482.5,3481.7,3481.8,562.49063338
2019-03-12,3529.6,3459.3,3509.45,3509.4,3509.4,3509.5,1179.0648856
2019-03-11,3569.65369,3486.4,3510.3,3510.27311816,3510.2,3510.4,653.59945405
2019-03-10,3575.0,3522.8,3565.55,3565.53342488,3565.5,3565.6,421.62353788
2019-03-09,3598.9,3500.1,3572.5,3571.3,3572.4,3572.6,716.45893774
2019-03-08,3580.6,3426.968972,3505.2,3505.5,3505.1,3505.3,1180.24898083
2019-03-07,3566.4,3477.2,3539.6,3537.359325,3539.4,3539.8,1154.99621518
2019-03-06,3526.41901979,3461.4,3493.5,3493.5,3493.4,3493.6,715.83324925
2019-03-05,3511.55020105,3340.7,3487.35,3487.3,3487.3,3487.4,1309.43251228
2019-03-04,3439.2,3322.14983217,3351.65,3350.7,3351.6,3351.7,1176.33691129
2019-03-03,3449.7,3391.1,3414.2,3411.03944697,3414.1,3414.3,488.43891567
2019-03-02,3448.5,3374.1,3439.05,3439.0,3439.0,3439.1,524.97803025
2019-03-01,3475.1,3423.1,3443.5,3444.77073949,3442.3,3444.7,481.34787639
2019-02-28,3509.36025049,3410.0,3426.45,3423.6,3426.2,3426.7,905.91836533
2019-02-27,3454.77064227,3312.0,3429.1,3429.08726369,3429.0,3429.2,1185.36064129
2019-02-26,3461.8,3401.5,3423.1,3420.416385,3423.0,3423.2,498.30953662
2019-02-25,3493.9,3376.89185848,3454.4,3454.40262466,3454.3,3454.5,1034.21043372
2019-02-23,3751.6091535,3539.5,3712.6,3712.19648052,3712.5,3712.7,1959.14654187
2019-02-22,3593.48532926,3516.7,3586.8,3586.4,3586.7,3586.9,1736.42194715
2019-02-21,3656.366675,3451.85519028,3526.7,3525.96788608,3526.6,3526.8,1725.35665874
2019-02-20,3587.5,3491.8834469,3573.9,3573.0,3573.8,3574.0,1238.95742165
2019-02-19,3614.3,3482.8,3513.75,3514.6,3513.4,3514.1,1582.2196825
2019-02-18,3555.32797684,3297.2,3509.65,3509.6,3509.6,3509.7,2365.38135158
2019-02-17,3355.0,3235.7,3303.85,3304.1,3303.8,3303.9,1213.94750985
